# Force coefficients
# liftDir : (0.000e+00 0.000e+00 1.000e+00)
# dragDir : (1.000e+00 0.000e+00 0.000e+00)
# pitchAxis: (0.000e+00 1.000e+00 0.000e+00)
# magUInf : 1.500e+01
# lRef    : 1.630e+00
# Aref    : 6.640e-01
# CofR    : (7.200e-01 0.000e+00 0.000e+00)
# Time    	Cm        	Cd        	Cl        	Cl(f)     	Cl(r)     
308       	2.658e-01	8.592e-01	-2.128e+00	-7.982e-01	-1.330e+00
309       	2.654e-01	8.622e-01	-2.128e+00	-7.986e-01	-1.329e+00
310       	2.635e-01	8.628e-01	-2.124e+00	-7.986e-01	-1.325e+00
311       	2.605e-01	8.618e-01	-2.118e+00	-7.987e-01	-1.320e+00
312       	2.564e-01	8.594e-01	-2.112e+00	-7.998e-01	-1.313e+00
313       	2.515e-01	8.574e-01	-2.107e+00	-8.018e-01	-1.305e+00
314       	2.461e-01	8.566e-01	-2.100e+00	-8.041e-01	-1.296e+00
315       	2.405e-01	8.564e-01	-2.093e+00	-8.062e-01	-1.287e+00
316       	2.348e-01	8.548e-01	-2.086e+00	-8.083e-01	-1.278e+00
317       	2.300e-01	8.529e-01	-2.082e+00	-8.108e-01	-1.271e+00
318       	2.268e-01	8.517e-01	-2.081e+00	-8.136e-01	-1.267e+00
319       	2.253e-01	8.517e-01	-2.084e+00	-8.166e-01	-1.267e+00
320       	2.258e-01	8.546e-01	-2.086e+00	-8.173e-01	-1.269e+00
321       	2.274e-01	8.589e-01	-2.087e+00	-8.161e-01	-1.271e+00
322       	2.302e-01	8.628e-01	-2.086e+00	-8.128e-01	-1.273e+00
323       	2.339e-01	8.652e-01	-2.087e+00	-8.093e-01	-1.277e+00
324       	2.384e-01	8.669e-01	-2.090e+00	-8.065e-01	-1.283e+00
325       	2.438e-01	8.687e-01	-2.095e+00	-8.039e-01	-1.291e+00
326       	2.490e-01	8.708e-01	-2.102e+00	-8.020e-01	-1.300e+00
327       	2.534e-01	8.721e-01	-2.109e+00	-8.012e-01	-1.308e+00
328       	2.564e-01	8.716e-01	-2.118e+00	-8.025e-01	-1.315e+00
329       	2.575e-01	8.697e-01	-2.125e+00	-8.050e-01	-1.320e+00
330       	2.581e-01	8.682e-01	-2.131e+00	-8.073e-01	-1.323e+00
331       	2.584e-01	8.682e-01	-2.135e+00	-8.092e-01	-1.326e+00
332       	2.591e-01	8.697e-01	-2.137e+00	-8.095e-01	-1.328e+00
333       	2.599e-01	8.715e-01	-2.136e+00	-8.082e-01	-1.328e+00
334       	2.606e-01	8.726e-01	-2.133e+00	-8.059e-01	-1.327e+00
335       	2.607e-01	8.730e-01	-2.129e+00	-8.036e-01	-1.325e+00
336       	2.603e-01	8.733e-01	-2.122e+00	-8.005e-01	-1.321e+00
337       	2.593e-01	8.740e-01	-2.114e+00	-7.978e-01	-1.316e+00
338       	2.576e-01	8.749e-01	-2.109e+00	-7.967e-01	-1.312e+00
339       	2.552e-01	8.748e-01	-2.102e+00	-7.959e-01	-1.306e+00
340       	2.524e-01	8.727e-01	-2.096e+00	-7.955e-01	-1.300e+00
341       	2.498e-01	8.693e-01	-2.092e+00	-7.963e-01	-1.296e+00
342       	2.476e-01	8.656e-01	-2.090e+00	-7.973e-01	-1.293e+00
343       	2.463e-01	8.631e-01	-2.088e+00	-7.978e-01	-1.290e+00
344       	2.460e-01	8.623e-01	-2.088e+00	-7.978e-01	-1.290e+00
345       	2.468e-01	8.619e-01	-2.086e+00	-7.964e-01	-1.290e+00
346       	2.483e-01	8.605e-01	-2.085e+00	-7.944e-01	-1.291e+00
347       	2.504e-01	8.588e-01	-2.087e+00	-7.932e-01	-1.294e+00
348       	2.532e-01	8.573e-01	-2.093e+00	-7.931e-01	-1.299e+00
349       	2.565e-01	8.575e-01	-2.102e+00	-7.943e-01	-1.307e+00
350       	2.590e-01	8.589e-01	-2.110e+00	-7.958e-01	-1.314e+00
351       	2.608e-01	8.610e-01	-2.115e+00	-7.965e-01	-1.318e+00
352       	2.618e-01	8.626e-01	-2.120e+00	-7.980e-01	-1.322e+00
353       	2.619e-01	8.629e-01	-2.120e+00	-7.980e-01	-1.322e+00
354       	2.614e-01	8.627e-01	-2.118e+00	-7.977e-01	-1.320e+00
355       	2.604e-01	8.628e-01	-2.120e+00	-7.994e-01	-1.320e+00
356       	2.596e-01	8.649e-01	-2.121e+00	-8.007e-01	-1.320e+00
357       	2.583e-01	8.680e-01	-2.119e+00	-8.011e-01	-1.318e+00
358       	2.576e-01	8.714e-01	-2.118e+00	-8.011e-01	-1.316e+00
359       	2.573e-01	8.729e-01	-2.117e+00	-8.011e-01	-1.316e+00
360       	2.569e-01	8.730e-01	-2.116e+00	-8.010e-01	-1.315e+00
